identificador_cliente,ingresos_mensuales_cop,score_credito
2269,3482073.48,563
2270,5895215.79,602
2271,3820049.45,424
2272,7984282.37,569
2273,1772507.83,779
2274,5255765.19,431
2275,5554237.13,301
2276,5999642.49,414
2277,3140796.81,780
2278,3924878.28,300
2279,7374499.81,630
2280,2703587.94,690
2281,7253448.5,442
2282,5351119.04,627
2283,6787750.08,676
2284,6437973.04,389
2285,2794082.77,341
2286,5395451.7,334
2287,7547606.7,793
2288,4411236.9,423
2289,8259453.55,356
2290,4555948.72,755
2291,2328056.58,534
2292,4103929.7,691
2293,8152257.33,791
2294,3601990.12,642
2295,7550306.75,475
2296,7645004.91,351
2297,3821342.98,849
2298,1899455.14,777
2299,6516816.95,788
2300,3542888.55,304
2301,6937050.02,508
2302,4487114.91,516
2303,4793920.54,835
2304,6900947.73,641
2305,4053015.98,700
2306,4490516.89,761
2307,4008571.38,510
2308,3944851.71,325
2309,5086815.35,551
2310,7123356.0,302
2311,3904731.85,301
2312,5074633.99,301
2313,6129236.74,449
2314,3239964.01,303
2315,3298164.2,796
2316,8020574.51,849
2317,6509448.93,767
2318,5455744.07,369
2319,5963584.39,500
2320,1510955.99,607
2321,5750341.35,551
2322,4968463.89,586
2323,5229397.69,591
2324,3887851.55,453
2325,1886612.06,432
2326,2692042.48,573
2327,8145361.94,808
2328,4242636.85,652
2329,4660118.72,304
2330,1679510.49,592
2331,1570476.85,659
2332,6463706.42,513
2333,5174281.58,705
2334,4962683.09,735
2335,3050496.62,314
2336,6662205.27,572
2337,2511303.37,344
2338,2667530.15,711
2339,4617127.63,486
2340,3361215.01,469
2341,3081733.46,700
2342,5945711.04,545
2343,5986996.57,342
2344,7236522.9,478
2345,4307501.68,756
2346,1826212.66,834
2347,3270397.97,543
2348,8356039.34,316
2349,5593061.74,411
2350,6410107.01,846
2351,1352976.37,329
2352,5031081.27,491
2353,1570206.33,736
2354,5398457.53,478
2355,7929550.12,773
2356,8272617.74,433
2357,5191979.26,611
2358,4599074.6,324
2359,8104123.08,670
2360,6149990.79,824
2361,1767274.81,618
2362,4653224.16,529
2363,3029764.13,401
2364,4682591.11,749
2365,4579352.12,677
2366,5491442.58,502
2367,3868747.53,566
2368,2482747.24,761
2369,4926779.93,664
2370,7277460.77,403
2371,6080888.04,410
2372,3736248.63,727
2373,8035765.76,768
2374,7867894.51,549
2375,2807308.48,781
2376,1583806.61,630
2377,6637422.7,500
2378,7258793.88,753
2379,8268624.87,803
2380,7706822.04,845
2381,5623850.33,410
2382,5116376.84,843
2383,1500455.57,508
2384,3075926.42,332
2385,4609226.21,406
2386,5825228.08,564
2387,5312213.2,525
2388,6646979.13,786
2389,3314321.9,478
2390,5367658.78,521
2391,1934624.15,669
2392,4278391.77,466
2393,6701158.0,599
2394,6292486.14,680
2395,8432627.71,334
2396,3300816.11,706
2397,4886962.95,801
2398,3672618.98,613
2399,4472342.42,400
2400,7470040.94,514
2401,6226305.34,361
2402,7653576.58,668
2403,2765279.98,667
2404,7588200.05,393
2405,1730288.37,768
2406,7697914.82,325
2407,3669331.21,734
2408,3565030.96,420
2409,4987037.75,349
2410,8072969.35,335
2411,1644025.83,709
2412,3836063.02,588
2413,7467318.32,678
2414,4151592.24,399
2415,2733929.66,623
2416,4358518.11,628
2417,4075978.01,520
2418,7890996.65,409
2419,6785927.51,448
2420,4936832.0,705
2421,8416268.08,709
2422,4649998.23,428
2423,1719312.38,783
2424,3188375.12,407
2425,4439707.46,688
2426,2429698.89,724
2427,8122468.91,746
2428,6821312.06,367
2429,3231667.84,365
2430,5553792.64,803
2431,6494433.93,803
2432,8077208.29,620
2433,7647774.51,746
2434,5009384.03,509
2435,6877498.86,669
2436,5347442.23,757
2437,5279468.01,462
2438,2126142.1,631
2439,2208191.14,649
2440,5112642.03,767
2441,3235803.12,725
2442,1451465.7,626
2443,6504442.27,405
2444,1533903.5,554
2445,5585993.26,657
2446,5182195.32,743
2447,8275465.77,412
2448,4786334.6,329
2449,1757930.34,823
2450,5272153.37,345
2451,7355892.43,470
2452,8477314.85,429
2453,4398470.85,652
2454,3606150.95,502
2455,7827903.74,525
2456,2676943.33,379
2457,5731088.19,609
2458,4221143.85,334
2459,1595793.03,460
2460,3800477.02,734
2461,3209645.36,837
2462,6239856.31,524
2463,8131291.58,745
2464,3229939.75,616
2465,7142554.76,713
2466,1698590.68,394
2467,5174471.27,524
2468,1807960.46,365
2469,8025037.54,696
2470,6817729.22,509
2471,6037239.36,773
2472,7232053.95,789
2473,5962142.53,479
2474,8276399.66,823
2475,6440497.22,758
2476,7957541.99,367
2477,5023349.62,628
2478,2142863.77,501
2479,5102879.59,774
2480,2213484.36,817
2481,5565953.05,314
2482,4773950.04,341
2483,5782542.86,842
2484,1372338.26,588
2485,2702851.54,832
2486,4837579.11,543
2487,8143625.64,473
2488,4061985.09,833
2489,4355478.59,808
2490,6445811.84,543
2491,5647307.85,359
2492,3452268.28,403
2493,4257878.05,602
2494,2867438.55,376
2495,8255354.51,317
2496,2240567.55,833
2497,3977224.85,483
2498,1486040.6,849
2499,2896812.34,580
2500,6919392.2,587
2501,2748461.67,824
2502,1876456.5,773
2503,4716062.89,566
2504,1371778.49,656
2505,1910316.31,300
2506,7114906.26,326
2507,6854608.08,847
2508,7888999.51,459
2509,7452511.14,698
2510,6218864.06,842
2511,1676796.57,426
2512,6936510.05,509
2513,7387677.84,449
2514,7053391.45,330
2515,4961049.05,601
2516,2976893.24,556
2517,7386375.82,356
2518,6535572.23,308
2519,8361480.46,304
2520,2420986.7,413
2521,2924785.0,504
2522,2824946.68,323
2523,7006286.33,792
2524,2645732.53,705
2525,1779950.77,402
2526,8489637.81,359
2527,1478683.92,385
2528,7313757.23,671
2529,3930641.26,501
2530,7359631.31,388
2531,5293267.54,736
2532,7791744.85,419
2533,7968589.5,455
2534,1365506.91,698
2535,1842967.67,487
2536,3102582.85,351
2537,6119071.0,830
2538,7695559.81,779
2539,4611582.05,529
2540,5670206.44,780
2541,2657198.94,429
2542,7095761.2,354
2543,8264762.4,570
2544,3233912.32,399
2545,4862746.85,368
2546,1920036.0,598
2547,5325783.93,828
2548,4920040.78,653
2549,2339942.69,451
2550,4482876.73,629
2551,3705553.5,415
2552,5057182.3,841
2553,5516711.22,622
2554,1361168.17,528
2555,6779243.08,659
2556,6433702.9,304
2557,3937261.98,327
2558,1681138.74,663
2559,6735514.29,761
2560,8177261.16,530
2561,3029091.49,694
2562,3629377.22,570
2563,2623452.8,603
2564,5453940.09,682
2565,2414858.04,327
2566,3864596.39,818
2567,6318493.7,498
2568,5332835.08,381
2569,4082530.46,387
2570,4325797.13,689
2571,5347198.35,750
2572,1342226.04,732
2573,1865271.05,673
2574,7645058.09,734
2575,1860728.72,486
2576,6388985.89,689
2577,7924274.78,517
2578,3248921.95,407
2579,3967538.35,849
2580,5396234.12,648
2581,7648304.58,821
2582,8081720.23,325
2583,6624855.39,347
2584,1923662.28,669
2585,6117909.92,313
2586,4254186.8,486
2587,4689047.2,823
2588,1653868.41,578
2589,2675647.4,640
2590,6991697.97,627
2591,4568503.6,324
2592,3471968.14,828
2593,4064937.33,725
2594,7451676.5,328
2595,6692792.93,622
2596,3260670.86,612
2597,2146013.25,569
2598,3114387.2,594
2599,7929446.45,522
2600,5487439.63,374
2601,5141057.5,401
2602,5594033.92,831
2603,3935403.51,472
2604,7111170.55,303
2605,5067660.99,778
2606,2140584.9,694
2607,2229268.9,466
2608,5165385.85,599
2609,8043305.57,417
2610,3520135.28,811
2611,7560696.42,474
2612,6801488.22,458
2613,3084249.59,683
2614,1561653.39,526
2615,2033300.31,337
2616,6545156.32,762
2617,2737622.11,730
2618,3973150.63,403
2619,4912234.0,492
2620,6523370.81,549
2621,2115264.81,312
2622,4225838.12,687
2623,4792524.95,370
2624,5193954.86,737
2625,7192196.62,343
2626,2536083.0,571
2627,7116386.45,313
2628,6288724.68,670
2629,5302269.86,411
2630,6336600.67,678
2631,4266527.72,613
2632,2296462.62,714
2633,6093509.73,784
2634,5077640.61,468
2635,5903498.56,545
2636,3733591.22,565
2637,7829439.36,542
2638,5529063.05,599
2639,1914897.89,626
2640,4538588.73,829
2641,6745763.59,641
2642,7017768.84,548
2643,4861098.78,679
2644,7742182.51,831
2645,3227212.75,680
2646,4256310.62,341
2647,7769897.76,644
2648,7753048.36,560
2649,6237131.94,605
2650,7484659.94,539
2651,1939167.52,612
2652,7527963.83,740
2653,3608463.33,432
2654,2583986.89,350
2655,3023462.82,691
2656,4309373.26,822
2657,3108582.43,807
2658,3608086.62,653
2659,2271845.1,694
2660,3432472.71,395
2661,5420443.46,405
2662,4481346.7,812
2663,3796375.08,541
2664,6674455.33,787
2665,7733271.79,814
2666,6748882.4,360
2667,3690405.06,715
2668,6659983.61,593
2669,2394257.31,601
2670,2238289.51,469
2671,3788514.67,340
2672,7115457.06,530
2673,3073707.38,708
2674,1755424.54,596
2675,2248308.65,754
2676,7482963.77,356
2677,5863239.65,539
2678,3123048.38,475
2679,5298129.94,362
2680,5098573.28,437
2681,6019139.04,753
2682,2978950.39,748
2683,7523701.51,525
2684,3527453.65,742
2685,6297747.91,505
2686,1416097.45,326
2687,3983131.34,756
2688,3832310.69,406
2689,5213087.89,743
2690,1823701.08,335
2691,6988945.89,454
2692,2868021.77,468
2693,6174672.27,571
2694,7083127.29,846
2695,5345514.08,719
2696,6634359.09,483
2697,6065394.25,536
2698,3859814.54,808
2699,7123781.48,740
2700,3421849.86,421
2701,5412733.01,716
2702,6666863.72,834
2703,4028482.55,674
2704,3479926.77,625
2705,4607291.27,779
2706,7189337.16,449
2707,7995436.69,789
2708,5224600.57,452
2709,6062556.68,316
2710,7803570.08,647
2711,2009537.33,758
2712,2970965.76,501
2713,6404080.05,722
2714,7230960.13,579
2715,7470609.0,721
2716,4288771.67,764
2717,1943247.3,654
2718,4452026.64,677
2719,2961289.05,423
2720,3396614.48,379
2721,6860326.41,532
2722,1843795.02,779
2723,7258584.77,453
2724,4379217.42,708
2725,5591660.3,330
2726,1945496.06,802
2727,3728985.36,670
2728,1945846.62,622
2729,8223114.8,631
2730,7112283.88,542
2731,4609355.83,729
2732,2909938.35,481
2733,8020876.76,772
2734,3781095.49,675
2735,2459087.91,380
2736,5354783.6,849
2737,8095173.67,719
2738,1327578.09,766
2739,3014498.87,727
2740,8056823.01,356
2741,2531818.96,621
2742,2115352.85,841
2743,5405347.95,794
2744,7505275.53,565
2745,4735190.69,526
2746,8460862.65,353
2747,6190036.24,303
2748,1833339.33,738
2749,8448391.35,609
2750,4236838.5,388
2751,3369298.24,619
2752,5316730.12,674
2753,3491014.66,800
2754,1922494.05,533
2755,1310284.07,636
2756,4537000.14,484
2757,7325416.64,737
2758,5420669.34,479
2759,8494292.55,375
2760,3365295.85,571
2761,3319276.47,354
2762,2450196.11,376
2763,2481257.84,595
2764,3353343.49,518
2765,7008448.33,576
2766,7821448.89,565
2767,8320627.62,342
2768,2972485.51,660
2769,7645342.33,527
2770,3663436.64,526
2771,2112451.92,362
2772,7564179.46,470
2773,5879960.57,606
2774,2486062.45,333
2775,4394785.05,429
2776,3368255.4,693
2777,6604920.89,450
2778,4564596.86,683
2779,8422815.6,316
2780,1694163.87,313
2781,3856109.92,380
2782,4769681.2,506
2783,4922561.59,503
2784,3574737.92,678
2785,6550529.79,843
2786,7598178.93,322
2787,8058778.97,461
2788,7096672.31,443
2789,7424177.42,403
2790,5263926.16,681
2791,7246395.23,754
2792,3485228.15,716
2793,4169047.09,623
2794,3581773.7,470
2795,4665188.82,573
2796,3356173.24,751
2797,8223602.38,424
2798,3552481.32,682
2799,2005920.67,616
2800,5093083.6,406
2801,1711113.36,762
2802,2095910.8,729
2803,2879603.6,636
2804,4643321.8,795
2805,4419406.71,661
2806,7057781.41,731
2807,6624217.51,819
2808,4369491.72,705
2809,3702670.29,676
2810,3578575.25,451
2811,6872764.63,621
2812,1674921.32,513
2813,1392315.88,364
2814,7027919.62,569
2815,4735453.91,836
2816,2242344.2,399
2817,2996074.73,404
2818,8014028.46,430
2819,7488421.42,688
2820,6410452.36,620
2821,4772021.66,737
2822,5046330.11,318
2823,8321760.65,524
2824,8253547.2,759
2825,2849937.13,693
2826,7139952.88,525
2827,2720147.2,659
2828,2837469.84,729
2829,6167869.85,314
2830,4216007.91,845
2831,8007119.73,713
2832,1940870.09,654
2833,4982984.61,756
2834,7913355.02,830
2835,7809618.36,495
2836,2427010.34,414
2837,3939791.44,716
2838,5757674.08,651
2839,2447643.17,374
2840,8269759.64,335
2841,7886195.17,541
2842,2502041.29,362
2843,2172319.32,808
2844,1914941.08,487
2845,7847994.38,392
2846,2694091.43,304
2847,4297251.49,737
2848,4531729.83,465
2849,5612879.52,745
2850,1816494.47,324
2851,2932662.05,807
2852,8006730.79,397
2853,7840552.77,567
2854,6925292.66,692
2855,1439688.97,584
2856,3654448.73,408
2857,5821302.89,326
2858,3281369.52,354
2859,7849024.2,432
2860,5864004.13,351
2861,1817728.36,792
2862,7844840.24,597
2863,8195919.94,698
2864,1859529.41,317
2865,5132993.69,545
2866,3484222.83,802
2867,4128441.35,388
2868,2593488.77,502
2869,5462119.13,539
2870,8197451.34,789
2871,4922122.72,312
2872,1896984.99,614
2873,5764009.6,497
2874,3749605.56,542
2875,7462661.37,806
2876,4429682.67,342
2877,2688445.18,629
2878,2675960.48,728
2879,6835102.1,461
2880,3212230.71,734
2881,6824080.44,532
2882,2782388.64,410
2883,3616141.85,531
2884,4651506.2,572
2885,8091010.12,340
2886,8008466.26,765
2887,2789477.5,376
2888,3879177.1,789
2889,2375675.6,416
2890,4971892.57,733
2891,4616194.37,318
2892,7785473.17,495
2893,7996038.72,750
2894,4061685.22,724
2895,4840513.19,693
2896,7752900.99,583
2897,7108296.22,333
2898,1326325.44,594
2899,3604428.86,550
2900,4336774.54,638
2901,2953957.24,739
2902,2736915.63,479
2903,1572048.45,527
2904,5932262.02,322
2905,3190074.09,626
2906,1676899.68,453
2907,2963051.04,445
2908,7073780.46,551
2909,7430722.11,601
2910,4778076.97,369
2911,4295708.83,842
2912,8340546.59,392
2913,2744065.55,462
2914,2850586.84,380
2915,3401443.67,362
2916,2543852.69,735
2917,4031432.31,347
2918,7858006.43,744
2919,5730504.45,373
2920,4266015.15,841
2921,8027757.72,456
2922,1648942.47,786
2923,2813988.48,565
2924,5374397.96,555
2925,5731978.89,338
2926,1584814.05,354
2927,4201879.06,327
2928,5973908.55,417
2929,6326107.93,669
2930,5894607.3,508
2931,3608055.22,615
2932,1973344.89,692
2933,4375209.61,743
2934,2227031.95,558
2935,8122890.34,497
2936,4721230.24,744
2937,3584266.06,604
2938,6817389.31,638
2939,4885229.87,828
2940,3532244.97,353
2941,7146167.75,411
2942,7543495.49,718
2943,6145658.8,604
2944,1638143.84,737
2945,5377524.74,384
2946,6795723.37,823
2947,2282821.69,551
2948,2946429.41,425
2949,7653964.76,704
2950,1444876.4,603
2951,6719635.39,327
2952,4711167.71,565
2953,4516759.54,351
2954,1351095.03,810
2955,7199667.26,506
2956,3890739.28,810
2957,5193512.55,500
2958,6176564.94,583
2959,6358932.95,656
2960,8183056.42,346
2961,5125647.66,436
2962,4177980.77,429
2963,8166666.11,494
2964,5923193.69,663
2965,3446682.57,731
2966,2210542.57,368
2967,7366392.41,757
2968,3907707.54,839
2969,6055381.99,634
2970,4689878.22,825
2971,2732294.41,315
2972,5632143.58,755
2973,1736918.1,809
2974,4276065.71,508
2975,5235627.57,457
2976,4439538.21,636
2977,6690439.66,540
2978,7261059.67,357
2979,6852950.13,604
2980,1579453.22,644
2981,2697727.15,313
2982,5163574.07,658
2983,8030718.69,676
2984,7311688.78,542
2985,7366248.46,444
2986,3483099.0,714
2987,4392024.86,693
2988,4689082.82,657
2989,2433075.4,457
2990,1523690.54,317
2991,8117700.88,646
2992,3033130.62,357
2993,3027632.11,454
2994,1900329.19,786
2995,7985255.81,830
2996,5474107.23,786
2997,6102665.37,450
2998,7863353.59,658
2999,3788465.22,667
3000,5774852.64,346
3001,1579356.07,506
3002,2644762.2,749
3003,7284969.8,782
3004,6820732.17,442
3005,3824627.38,699
3006,4013036.52,396
3007,5141591.92,346
3008,1301735.23,490
3009,3036959.22,439
3010,2799269.02,530
3011,3103477.22,639
3012,7102522.07,790
3013,3313651.77,348
3014,2678953.52,752
3015,4930696.92,615
3016,7532644.26,621
3017,3037717.87,386
3018,1865460.95,773
3019,3866114.1,581
3020,6683093.14,373
3021,5264971.92,752
3022,7180912.26,346
3023,8209063.46,395
3024,7007169.83,330
3025,5647382.17,833
3026,4852059.43,316
3027,1588497.42,511
3028,8387118.25,534
3029,4061064.08,691
3030,2396043.14,653
3031,6100303.76,604
3032,3346875.68,849
3033,5517603.55,839
3034,5524728.94,808
3035,4509254.71,694
3036,7320054.03,730
3037,3207762.84,476
3038,4530154.66,705
3039,5171383.33,600
3040,6078097.99,744
3041,6944597.32,426
3042,4142612.44,648
3043,5951538.0,320
3044,2384398.86,719
3045,8015066.32,451
3046,4058023.41,459
3047,6552554.24,779
3048,1446455.79,742
3049,2777347.43,395
3050,4806994.32,651
3051,7623417.77,374
3052,5096237.08,658
3053,7995067.47,432
3054,4783337.66,699
3055,4831233.5,438
3056,2162176.88,545
3057,7079124.96,590
3058,3078150.97,411
3059,7777209.92,469
3060,7857934.39,539
3061,8091832.81,636
3062,5045659.52,437
3063,6175075.25,535
3064,6905314.34,302
3065,2243305.25,415
3066,5626891.8,771
3067,1546944.89,430
3068,4882475.8,782
3069,2414867.31,700
3070,2617045.07,500
3071,3928342.48,591
3072,4413547.6,641
3073,5786841.46,515
3074,1835884.61,665
3075,4926580.68,768
3076,2614900.94,717
3077,5432621.26,326
3078,5889313.21,754
3079,5308306.65,313
3080,6615727.68,397
3081,3716386.56,578
3082,6808767.46,789
3083,4415922.99,506
3084,4786128.39,532
3085,5966335.32,538
3086,1432180.36,549
3087,6008758.39,605
3088,5753813.07,762
3089,3530899.24,535
3090,1917718.85,590
3091,1954735.24,338
3092,7947210.98,482
3093,6262811.11,329
3094,2215138.82,687
3095,3868406.82,442
3096,5565877.56,718
3097,7316116.28,373
3098,1614358.69,354
3099,3003758.55,323
3100,7706192.73,321
3101,1365991.96,727
3102,2750073.54,331
3103,8204974.07,638
3104,5716493.29,814
3105,3184033.84,811
3106,1782335.88,369
3107,1502977.65,387
3108,3062164.57,518
3109,7646697.9,569
3110,4294578.31,377
3111,6486400.26,309
3112,7911652.25,767
3113,4237891.32,635
3114,2677197.07,485
3115,5023249.1,845
3116,7838202.55,420
3117,7091495.78,573
3118,1773974.87,709
3119,6286524.16,657
3120,5417662.16,397
3121,7833734.87,540
3122,2181866.2,413
3123,5145060.02,786
3124,7632131.39,540
3125,4252171.26,455
3126,4770363.41,651
3127,1807316.88,343
3128,3302634.21,611
3129,3636447.87,437
3130,8104881.63,735
3131,3335205.0,442
3132,4618254.89,598
3133,6133391.85,561
3134,2467720.28,811
3135,4802385.19,361
3136,6617481.08,722
3137,7541357.53,695
3138,5809066.78,330
3139,6117185.31,629
3140,2209241.0,468
3141,8109590.78,565
3142,2254533.36,607
3143,6877645.15,758
3144,3206677.52,484
3145,8021870.63,633
3146,6483708.68,814
3147,6727458.73,740
3148,2877226.05,690
3149,4489887.83,553
3150,5748255.0,634
3151,6843810.05,699
3152,2048507.51,465
3153,8229030.28,559
3154,7709588.83,303
3155,3246509.85,418
3156,7223873.75,769
3157,5031932.25,769
3158,4625006.67,792
3159,3563925.56,799
3160,5482973.82,369
3161,6555201.65,669
3162,4258716.92,480
3163,5830378.19,304
3164,6335053.03,496
3165,6420077.08,346
3166,1674155.91,439
3167,7490184.2,839
3168,4599423.87,726
3169,3189395.79,609
3170,3040704.45,573
3171,4777701.61,838
3172,7685187.08,689
3173,4024102.59,758
3174,6698025.38,660
3175,1997094.86,368
3176,4727608.26,730
3177,8440140.21,331
3178,6847152.18,812
3179,2815805.12,481
3180,4910378.61,547
3181,2982098.3,596
3182,4248838.68,329
3183,6916604.97,601
3184,6852818.67,775
3185,2942322.72,651
3186,7940007.89,781
3187,5566490.92,616
3188,4035454.89,696
3189,4913936.18,388
3190,5656513.02,533
3191,5331211.83,467
3192,4802116.26,425
3193,4935516.19,419
3194,2570165.76,727
3195,7151676.91,489
3196,5200674.3,727
3197,2243775.0,501
3198,6816331.13,358
3199,8013596.64,522
3200,8120609.67,791
3201,3956927.67,310
3202,2275721.49,811
3203,5032477.31,609
3204,2110786.45,333
3205,8024709.41,639
3206,2621773.32,780
3207,3119914.19,392
3208,4227782.99,432
3209,4058784.17,718
3210,7021572.83,767
3211,4585481.11,743
3212,2529531.47,329
3213,3223911.25,597
3214,4965616.37,360
3215,2361668.21,757
3216,5703920.86,603
3217,5373380.61,639
3218,6445856.68,747
3219,8051473.23,601
3220,7868232.84,839
3221,8111744.45,784
3222,3061952.3,376
3223,2247270.21,814
3224,3476392.24,848
3225,7744613.24,391
3226,8298785.02,765
3227,7487139.65,765
3228,2092127.59,339
3229,8121481.59,628
3230,4348177.8,584
3231,1367034.09,365
3232,4485234.93,408
3233,1631698.02,714
3234,5215921.03,391
3235,3737589.0,667
3236,4708731.52,722
3237,5714826.6,539
3238,7555367.89,734
3239,6065691.35,511
3240,4425151.85,699
3241,7199880.55,825
3242,7820191.39,767
3243,2162271.76,469
3244,5129917.44,509
3245,3348486.11,555
3246,1638840.62,372
3247,6113536.2,446
3248,7511949.6,639
3249,2472899.11,616
3250,7149378.33,453
3251,7444449.28,554
3252,7883251.19,650
3253,3210052.64,846
3254,7808462.07,611
3255,3608771.83,433
3256,5276833.7,428
3257,1663653.79,735
3258,1615943.84,579
3259,6486687.13,657
