identificador_cliente,sector_economico,fecha_afiliacion
1771,Ganadería/Agro,2020-02-02
1772,Ganadería/Agro,2020-02-02
1773,Ganadería/Agro,2020-02-02
1774,Independientes,2020-02-02
1775,Minería/Servicios,2020-02-02
1776,Ganadería/Agro,2020-02-02
1777,Ganadería/Agro,2020-02-02
1778,Independientes,2020-02-02
1779,Independientes,2020-02-02
1780,Comercio Minorista,2020-02-02
1781,Ganadería/Agro,2020-02-02
1782,Comercio Minorista,2020-02-02
1783,Independientes,2020-02-02
1784,Independientes,2020-02-02
1785,Minería/Servicios,2020-02-02
1786,Ganadería/Agro,2020-02-02
1787,Comercio Minorista,2020-02-02
1788,Independientes,2020-02-02
1789,Independientes,2020-02-02
1790,Comercio Minorista,2020-02-02
1791,Minería/Servicios,2020-02-02
1792,Independientes,2020-02-02
1793,Ganadería/Agro,2020-02-03
1794,Independientes,2020-02-03
1795,Ganadería/Agro,2020-02-03
1796,Comercio Minorista,2020-02-03
1797,Ganadería/Agro,2020-02-03
1798,Comercio Minorista,2020-02-03
1799,Ganadería/Agro,2020-02-03
1800,Comercio Minorista,2020-02-03
1801,Ganadería/Agro,2020-02-03
1802,Minería/Servicios,2020-02-03
1803,Ganadería/Agro,2020-02-03
1804,Ganadería/Agro,2020-02-03
1805,Minería/Servicios,2020-02-03
1806,Independientes,2020-02-03
1807,Independientes,2020-02-03
1808,Ganadería/Agro,2020-02-03
1809,Minería/Servicios,2020-02-03
1810,Ganadería/Agro,2020-02-03
1811,Comercio Minorista,2020-02-03
1812,Comercio Minorista,2020-02-03
1813,Ganadería/Agro,2020-02-03
1814,Independientes,2020-02-03
1815,Independientes,2020-02-03
1816,Ganadería/Agro,2020-02-03
1817,Ganadería/Agro,2020-02-04
1818,Comercio Minorista,2020-02-04
1819,Independientes,2020-02-04
1820,Ganadería/Agro,2020-02-04
1821,Comercio Minorista,2020-02-04
1822,Independientes,2020-02-04
1823,Minería/Servicios,2020-02-04
1824,Comercio Minorista,2020-02-04
1825,Independientes,2020-02-04
1826,Independientes,2020-02-04
1827,Comercio Minorista,2020-02-04
1828,Minería/Servicios,2020-02-04
1829,Comercio Minorista,2020-02-04
1830,Independientes,2020-02-04
1831,Ganadería/Agro,2020-02-04
1832,Ganadería/Agro,2020-02-04
1833,Comercio Minorista,2020-02-04
1834,Independientes,2020-02-04
1835,Ganadería/Agro,2020-02-04
1836,Independientes,2020-02-04
1837,Comercio Minorista,2020-02-04
1838,Ganadería/Agro,2020-02-04
1839,Independientes,2020-02-04
1840,Ganadería/Agro,2020-02-04
1841,Comercio Minorista,2020-02-05
1842,Independientes,2020-02-05
1843,Ganadería/Agro,2020-02-05
1844,Comercio Minorista,2020-02-05
1845,Ganadería/Agro,2020-02-05
1846,Ganadería/Agro,2020-02-05
1847,Minería/Servicios,2020-02-05
1848,Minería/Servicios,2020-02-05
1849,Comercio Minorista,2020-02-05
1850,Minería/Servicios,2020-02-05
1851,Comercio Minorista,2020-02-05
1852,Minería/Servicios,2020-02-05
1853,Ganadería/Agro,2020-02-05
1854,Comercio Minorista,2020-02-05
1855,Comercio Minorista,2020-02-05
1856,Ganadería/Agro,2020-02-05
1857,Comercio Minorista,2020-02-05
1858,Comercio Minorista,2020-02-05
1859,Minería/Servicios,2020-02-05
1860,Comercio Minorista,2020-02-05
1861,Independientes,2020-02-05
1862,Ganadería/Agro,2020-02-05
1863,Minería/Servicios,2020-02-05
1864,Minería/Servicios,2020-02-05
1865,Independientes,2020-02-06
1866,Ganadería/Agro,2020-02-06
1867,Ganadería/Agro,2020-02-06
1868,Minería/Servicios,2020-02-06
1869,Comercio Minorista,2020-02-06
1870,Minería/Servicios,2020-02-06
1871,Ganadería/Agro,2020-02-06
1872,Independientes,2020-02-06
1873,Minería/Servicios,2020-02-06
1874,Ganadería/Agro,2020-02-06
1875,Minería/Servicios,2020-02-06
1876,Comercio Minorista,2020-02-06
1877,Minería/Servicios,2020-02-06
1878,Minería/Servicios,2020-02-06
1879,Ganadería/Agro,2020-02-06
1880,Ganadería/Agro,2020-02-06
1881,Ganadería/Agro,2020-02-06
1882,Minería/Servicios,2020-02-06
1883,Comercio Minorista,2020-02-06
1884,Independientes,2020-02-06
1885,Independientes,2020-02-06
1886,Ganadería/Agro,2020-02-06
1887,Ganadería/Agro,2020-02-06
1888,Minería/Servicios,2020-02-06
1889,Independientes,2020-02-07
1890,Ganadería/Agro,2020-02-07
1891,Comercio Minorista,2020-02-07
1892,Comercio Minorista,2020-02-07
1893,Ganadería/Agro,2020-02-07
1894,Ganadería/Agro,2020-02-07
1895,Independientes,2020-02-07
1896,Independientes,2020-02-07
1897,Minería/Servicios,2020-02-07
1898,Independientes,2020-02-07
1899,Comercio Minorista,2020-02-07
1900,Comercio Minorista,2020-02-07
1901,Ganadería/Agro,2020-02-07
1902,Independientes,2020-02-07
1903,Minería/Servicios,2020-02-07
1904,Comercio Minorista,2020-02-07
1905,Comercio Minorista,2020-02-07
1906,Minería/Servicios,2020-02-07
1907,Minería/Servicios,2020-02-07
1908,Comercio Minorista,2020-02-07
1909,Comercio Minorista,2020-02-07
1910,Minería/Servicios,2020-02-07
1911,Comercio Minorista,2020-02-07
1912,Ganadería/Agro,2020-02-07
1913,Ganadería/Agro,2020-02-08
1914,Minería/Servicios,2020-02-08
1915,Independientes,2020-02-08
1916,Minería/Servicios,2020-02-08
1917,Minería/Servicios,2020-02-08
1918,Independientes,2020-02-08
1919,Independientes,2020-02-08
1920,Independientes,2020-02-08
1921,Ganadería/Agro,2020-02-08
1922,Comercio Minorista,2020-02-08
1923,Ganadería/Agro,2020-02-08
1924,Comercio Minorista,2020-02-08
1925,Ganadería/Agro,2020-02-08
1926,Comercio Minorista,2020-02-08
1927,Ganadería/Agro,2020-02-08
1928,Independientes,2020-02-08
1929,Minería/Servicios,2020-02-08
1930,Ganadería/Agro,2020-02-08
1931,Comercio Minorista,2020-02-08
1932,Independientes,2020-02-08
1933,Ganadería/Agro,2020-02-08
1934,Ganadería/Agro,2020-02-08
1935,Independientes,2020-02-08
1936,Ganadería/Agro,2020-02-08
1937,Minería/Servicios,2020-02-09
1938,Ganadería/Agro,2020-02-09
1939,Minería/Servicios,2020-02-09
1940,Minería/Servicios,2020-02-09
1941,Independientes,2020-02-09
1942,Ganadería/Agro,2020-02-09
1943,Independientes,2020-02-09
1944,Ganadería/Agro,2020-02-09
1945,Ganadería/Agro,2020-02-09
1946,Comercio Minorista,2020-02-09
1947,Ganadería/Agro,2020-02-09
1948,Independientes,2020-02-09
1949,Minería/Servicios,2020-02-09
1950,Ganadería/Agro,2020-02-09
1951,Comercio Minorista,2020-02-09
1952,Independientes,2020-02-09
1953,Ganadería/Agro,2020-02-09
1954,Independientes,2020-02-09
1955,Comercio Minorista,2020-02-09
1956,Comercio Minorista,2020-02-09
1957,Independientes,2020-02-09
1958,Ganadería/Agro,2020-02-09
1959,Minería/Servicios,2020-02-09
1960,Comercio Minorista,2020-02-09
1961,Ganadería/Agro,2020-02-10
1962,Ganadería/Agro,2020-02-10
1963,Minería/Servicios,2020-02-10
1964,Comercio Minorista,2020-02-10
1965,Comercio Minorista,2020-02-10
1966,Ganadería/Agro,2020-02-10
1967,Ganadería/Agro,2020-02-10
1968,Minería/Servicios,2020-02-10
1969,Minería/Servicios,2020-02-10
1970,Comercio Minorista,2020-02-10
1971,Independientes,2020-02-10
1972,Comercio Minorista,2020-02-10
1973,Ganadería/Agro,2020-02-10
1974,Comercio Minorista,2020-02-10
1975,Independientes,2020-02-10
1976,Minería/Servicios,2020-02-10
1977,Independientes,2020-02-10
1978,Independientes,2020-02-10
1979,Independientes,2020-02-10
1980,Minería/Servicios,2020-02-10
1981,Independientes,2020-02-10
1982,Independientes,2020-02-10
1983,Independientes,2020-02-10
1984,Ganadería/Agro,2020-02-10
1985,Independientes,2020-02-11
1986,Minería/Servicios,2020-02-11
1987,Independientes,2020-02-11
1988,Independientes,2020-02-11
1989,Minería/Servicios,2020-02-11
1990,Independientes,2020-02-11
1991,Minería/Servicios,2020-02-11
1992,Independientes,2020-02-11
1993,Minería/Servicios,2020-02-11
1994,Independientes,2020-02-11
1995,Independientes,2020-02-11
1996,Ganadería/Agro,2020-02-11
1997,Ganadería/Agro,2020-02-11
1998,Independientes,2020-02-11
1999,Independientes,2020-02-11
2000,Comercio Minorista,2020-02-11
2001,Minería/Servicios,2020-02-11
2002,Comercio Minorista,2020-02-11
2003,Ganadería/Agro,2020-02-11
2004,Ganadería/Agro,2020-02-11
2005,Ganadería/Agro,2020-02-11
2006,Ganadería/Agro,2020-02-11
2007,Independientes,2020-02-11
2008,Ganadería/Agro,2020-02-11
2009,Independientes,2020-02-12
2010,Independientes,2020-02-12
2011,Ganadería/Agro,2020-02-12
2012,Ganadería/Agro,2020-02-12
2013,Minería/Servicios,2020-02-12
2014,Comercio Minorista,2020-02-12
2015,Ganadería/Agro,2020-02-12
2016,Minería/Servicios,2020-02-12
2017,Minería/Servicios,2020-02-12
2018,Comercio Minorista,2020-02-12
2019,Independientes,2020-02-12
2020,Ganadería/Agro,2020-02-12
2021,Comercio Minorista,2020-02-12
2022,Ganadería/Agro,2020-02-12
2023,Minería/Servicios,2020-02-12
2024,Minería/Servicios,2020-02-12
2025,Independientes,2020-02-12
2026,Minería/Servicios,2020-02-12
2027,Minería/Servicios,2020-02-12
2028,Comercio Minorista,2020-02-12
2029,Ganadería/Agro,2020-02-12
2030,Ganadería/Agro,2020-02-12
2031,Comercio Minorista,2020-02-12
2032,Independientes,2020-02-12
2033,Ganadería/Agro,2020-02-13
2034,Minería/Servicios,2020-02-13
2035,Ganadería/Agro,2020-02-13
2036,Minería/Servicios,2020-02-13
2037,Independientes,2020-02-13
2038,Comercio Minorista,2020-02-13
2039,Ganadería/Agro,2020-02-13
2040,Comercio Minorista,2020-02-13
2041,Ganadería/Agro,2020-02-13
2042,Minería/Servicios,2020-02-13
2043,Comercio Minorista,2020-02-13
2044,Ganadería/Agro,2020-02-13
2045,Minería/Servicios,2020-02-13
2046,Comercio Minorista,2020-02-13
2047,Comercio Minorista,2020-02-13
2048,Ganadería/Agro,2020-02-13
2049,Ganadería/Agro,2020-02-13
2050,Ganadería/Agro,2020-02-13
2051,Minería/Servicios,2020-02-13
2052,Ganadería/Agro,2020-02-13
2053,Comercio Minorista,2020-02-13
2054,Comercio Minorista,2020-02-13
2055,Ganadería/Agro,2020-02-13
2056,Ganadería/Agro,2020-02-13
2057,Independientes,2020-02-14
2058,Comercio Minorista,2020-02-14
2059,Minería/Servicios,2020-02-14
2060,Independientes,2020-02-14
2061,Ganadería/Agro,2020-02-14
2062,Ganadería/Agro,2020-02-14
2063,Comercio Minorista,2020-02-14
2064,Ganadería/Agro,2020-02-14
2065,Minería/Servicios,2020-02-14
2066,Comercio Minorista,2020-02-14
2067,Ganadería/Agro,2020-02-14
2068,Comercio Minorista,2020-02-14
2069,Ganadería/Agro,2020-02-14
2070,Ganadería/Agro,2020-02-14
2071,Ganadería/Agro,2020-02-14
2072,Minería/Servicios,2020-02-14
2073,Minería/Servicios,2020-02-14
2074,Comercio Minorista,2020-02-14
2075,Ganadería/Agro,2020-02-14
2076,Ganadería/Agro,2020-02-14
2077,Minería/Servicios,2020-02-14
2078,Ganadería/Agro,2020-02-14
2079,Minería/Servicios,2020-02-14
2080,Ganadería/Agro,2020-02-14
2081,Comercio Minorista,2020-02-15
2082,Ganadería/Agro,2020-02-15
2083,Ganadería/Agro,2020-02-15
2084,Independientes,2020-02-15
2085,Minería/Servicios,2020-02-15
2086,Ganadería/Agro,2020-02-15
2087,Ganadería/Agro,2020-02-15
2088,Independientes,2020-02-15
2089,Independientes,2020-02-15
2090,Minería/Servicios,2020-02-15
2091,Independientes,2020-02-15
2092,Comercio Minorista,2020-02-15
2093,Independientes,2020-02-15
2094,Comercio Minorista,2020-02-15
2095,Minería/Servicios,2020-02-15
2096,Minería/Servicios,2020-02-15
2097,Minería/Servicios,2020-02-15
2098,Minería/Servicios,2020-02-15
2099,Minería/Servicios,2020-02-15
2100,Comercio Minorista,2020-02-15
2101,Comercio Minorista,2020-02-15
2102,Minería/Servicios,2020-02-15
2103,Independientes,2020-02-15
2104,Ganadería/Agro,2020-02-15
2105,Minería/Servicios,2020-02-16
2106,Independientes,2020-02-16
2107,Ganadería/Agro,2020-02-16
2108,Minería/Servicios,2020-02-16
2109,Minería/Servicios,2020-02-16
2110,Comercio Minorista,2020-02-16
2111,Ganadería/Agro,2020-02-16
2112,Ganadería/Agro,2020-02-16
2113,Independientes,2020-02-16
2114,Comercio Minorista,2020-02-16
2115,Comercio Minorista,2020-02-16
2116,Comercio Minorista,2020-02-16
2117,Comercio Minorista,2020-02-16
2118,Ganadería/Agro,2020-02-16
2119,Ganadería/Agro,2020-02-16
2120,Minería/Servicios,2020-02-16
2121,Minería/Servicios,2020-02-16
2122,Comercio Minorista,2020-02-16
2123,Comercio Minorista,2020-02-16
2124,Comercio Minorista,2020-02-16
2125,Minería/Servicios,2020-02-16
2126,Independientes,2020-02-16
2127,Independientes,2020-02-16
2128,Minería/Servicios,2020-02-16
2129,Minería/Servicios,2020-02-17
2130,Minería/Servicios,2020-02-17
2131,Minería/Servicios,2020-02-17
2132,Minería/Servicios,2020-02-17
2133,Minería/Servicios,2020-02-17
2134,Comercio Minorista,2020-02-17
2135,Comercio Minorista,2020-02-17
2136,Comercio Minorista,2020-02-17
2137,Comercio Minorista,2020-02-17
2138,Minería/Servicios,2020-02-17
2139,Independientes,2020-02-17
2140,Ganadería/Agro,2020-02-17
2141,Minería/Servicios,2020-02-17
2142,Ganadería/Agro,2020-02-17
2143,Independientes,2020-02-17
2144,Comercio Minorista,2020-02-17
2145,Independientes,2020-02-17
2146,Minería/Servicios,2020-02-17
2147,Comercio Minorista,2020-02-17
2148,Minería/Servicios,2020-02-17
2149,Comercio Minorista,2020-02-17
2150,Ganadería/Agro,2020-02-17
2151,Ganadería/Agro,2020-02-17
2152,Ganadería/Agro,2020-02-17
2153,Independientes,2020-02-18
2154,Minería/Servicios,2020-02-18
2155,Independientes,2020-02-18
2156,Ganadería/Agro,2020-02-18
2157,Minería/Servicios,2020-02-18
2158,Ganadería/Agro,2020-02-18
2159,Independientes,2020-02-18
2160,Independientes,2020-02-18
2161,Independientes,2020-02-18
2162,Ganadería/Agro,2020-02-18
2163,Minería/Servicios,2020-02-18
2164,Minería/Servicios,2020-02-18
2165,Ganadería/Agro,2020-02-18
2166,Minería/Servicios,2020-02-18
2167,Ganadería/Agro,2020-02-18
2168,Minería/Servicios,2020-02-18
2169,Comercio Minorista,2020-02-18
2170,Comercio Minorista,2020-02-18
2171,Independientes,2020-02-18
2172,Comercio Minorista,2020-02-18
2173,Comercio Minorista,2020-02-18
2174,Comercio Minorista,2020-02-18
2175,Ganadería/Agro,2020-02-18
2176,Comercio Minorista,2020-02-18
2177,Comercio Minorista,2020-02-19
2178,Independientes,2020-02-19
2179,Comercio Minorista,2020-02-19
2180,Comercio Minorista,2020-02-19
2181,Minería/Servicios,2020-02-19
2182,Independientes,2020-02-19
2183,Independientes,2020-02-19
2184,Independientes,2020-02-19
2185,Independientes,2020-02-19
2186,Independientes,2020-02-19
2187,Independientes,2020-02-19
2188,Ganadería/Agro,2020-02-19
2189,Comercio Minorista,2020-02-19
2190,Independientes,2020-02-19
2191,Comercio Minorista,2020-02-19
2192,Comercio Minorista,2020-02-19
2193,Ganadería/Agro,2020-02-19
2194,Independientes,2020-02-19
2195,Minería/Servicios,2020-02-19
2196,Ganadería/Agro,2020-02-19
2197,Minería/Servicios,2020-02-19
2198,Comercio Minorista,2020-02-19
2199,Comercio Minorista,2020-02-19
2200,Ganadería/Agro,2020-02-19
2201,Ganadería/Agro,2020-02-20
2202,Minería/Servicios,2020-02-20
2203,Independientes,2020-02-20
2204,Minería/Servicios,2020-02-20
2205,Ganadería/Agro,2020-02-20
2206,Minería/Servicios,2020-02-20
2207,Ganadería/Agro,2020-02-20
2208,Minería/Servicios,2020-02-20
2209,Ganadería/Agro,2020-02-20
2210,Ganadería/Agro,2020-02-20
2211,Ganadería/Agro,2020-02-20
2212,Independientes,2020-02-20
2213,Minería/Servicios,2020-02-20
2214,Minería/Servicios,2020-02-20
2215,Minería/Servicios,2020-02-20
2216,Ganadería/Agro,2020-02-20
2217,Minería/Servicios,2020-02-20
2218,Minería/Servicios,2020-02-20
2219,Ganadería/Agro,2020-02-20
2220,Comercio Minorista,2020-02-20
2221,Ganadería/Agro,2020-02-20
2222,Minería/Servicios,2020-02-20
2223,Ganadería/Agro,2020-02-20
2224,Comercio Minorista,2020-02-20
2225,Ganadería/Agro,2020-02-21
2226,Minería/Servicios,2020-02-21
2227,Comercio Minorista,2020-02-21
2228,Independientes,2020-02-21
2229,Minería/Servicios,2020-02-21
2230,Comercio Minorista,2020-02-21
2231,Comercio Minorista,2020-02-21
2232,Independientes,2020-02-21
2233,Ganadería/Agro,2020-02-21
2234,Ganadería/Agro,2020-02-21
2235,Minería/Servicios,2020-02-21
2236,Independientes,2020-02-21
2237,Ganadería/Agro,2020-02-21
2238,Independientes,2020-02-21
2239,Ganadería/Agro,2020-02-21
2240,Comercio Minorista,2020-02-21
2241,Ganadería/Agro,2020-02-21
2242,Independientes,2020-02-21
2243,Comercio Minorista,2020-02-21
2244,Comercio Minorista,2020-02-21
2245,Comercio Minorista,2020-02-21
2246,Independientes,2020-02-21
2247,Minería/Servicios,2020-02-21
2248,Minería/Servicios,2020-02-21
2249,Minería/Servicios,2020-02-22
2250,Independientes,2020-02-22
2251,Comercio Minorista,2020-02-22
2252,Minería/Servicios,2020-02-22
2253,Independientes,2020-02-22
2254,Minería/Servicios,2020-02-22
2255,Ganadería/Agro,2020-02-22
2256,Minería/Servicios,2020-02-22
2257,Minería/Servicios,2020-02-22
2258,Comercio Minorista,2020-02-22
2259,Independientes,2020-02-22
2260,Comercio Minorista,2020-02-22
2261,Comercio Minorista,2020-02-22
2262,Comercio Minorista,2020-02-22
2263,Comercio Minorista,2020-02-22
2264,Comercio Minorista,2020-02-22
2265,Minería/Servicios,2020-02-22
2266,Comercio Minorista,2020-02-22
2267,Comercio Minorista,2020-02-22
2268,Independientes,2020-02-22
2269,Ganadería/Agro,2020-02-22
2270,Minería/Servicios,2020-02-22
2271,Minería/Servicios,2020-02-22
2272,Minería/Servicios,2020-02-22
2273,Comercio Minorista,2020-02-23
2274,Comercio Minorista,2020-02-23
2275,Comercio Minorista,2020-02-23
2276,Independientes,2020-02-23
2277,Ganadería/Agro,2020-02-23
2278,Comercio Minorista,2020-02-23
2279,Ganadería/Agro,2020-02-23
2280,Independientes,2020-02-23
2281,Minería/Servicios,2020-02-23
2282,Comercio Minorista,2020-02-23
2283,Ganadería/Agro,2020-02-23
2284,Ganadería/Agro,2020-02-23
2285,Comercio Minorista,2020-02-23
2286,Minería/Servicios,2020-02-23
2287,Minería/Servicios,2020-02-23
2288,Minería/Servicios,2020-02-23
2289,Independientes,2020-02-23
2290,Ganadería/Agro,2020-02-23
2291,Ganadería/Agro,2020-02-23
2292,Ganadería/Agro,2020-02-23
2293,Independientes,2020-02-23
2294,Ganadería/Agro,2020-02-23
2295,Independientes,2020-02-23
2296,Minería/Servicios,2020-02-23
2297,Comercio Minorista,2020-02-24
2298,Ganadería/Agro,2020-02-24
2299,Ganadería/Agro,2020-02-24
2300,Minería/Servicios,2020-02-24
2301,Comercio Minorista,2020-02-24
2302,Independientes,2020-02-24
2303,Comercio Minorista,2020-02-24
2304,Minería/Servicios,2020-02-24
2305,Minería/Servicios,2020-02-24
2306,Comercio Minorista,2020-02-24
2307,Independientes,2020-02-24
2308,Independientes,2020-02-24
2309,Ganadería/Agro,2020-02-24
2310,Independientes,2020-02-24
2311,Comercio Minorista,2020-02-24
2312,Minería/Servicios,2020-02-24
2313,Ganadería/Agro,2020-02-24
2314,Ganadería/Agro,2020-02-24
2315,Minería/Servicios,2020-02-24
2316,Independientes,2020-02-24
2317,Minería/Servicios,2020-02-24
2318,Independientes,2020-02-24
2319,Minería/Servicios,2020-02-24
2320,Comercio Minorista,2020-02-24
2321,Independientes,2020-02-25
2322,Comercio Minorista,2020-02-25
2323,Ganadería/Agro,2020-02-25
2324,Minería/Servicios,2020-02-25
2325,Ganadería/Agro,2020-02-25
2326,Ganadería/Agro,2020-02-25
2327,Ganadería/Agro,2020-02-25
2328,Ganadería/Agro,2020-02-25
2329,Minería/Servicios,2020-02-25
2330,Ganadería/Agro,2020-02-25
2331,Minería/Servicios,2020-02-25
2332,Minería/Servicios,2020-02-25
2333,Comercio Minorista,2020-02-25
2334,Independientes,2020-02-25
2335,Independientes,2020-02-25
2336,Minería/Servicios,2020-02-25
2337,Comercio Minorista,2020-02-25
2338,Minería/Servicios,2020-02-25
2339,Minería/Servicios,2020-02-25
2340,Minería/Servicios,2020-02-25
2341,Comercio Minorista,2020-02-25
2342,Independientes,2020-02-25
2343,Comercio Minorista,2020-02-25
2344,Ganadería/Agro,2020-02-25
2345,Comercio Minorista,2020-02-26
2346,Comercio Minorista,2020-02-26
2347,Comercio Minorista,2020-02-26
2348,Comercio Minorista,2020-02-26
2349,Independientes,2020-02-26
2350,Ganadería/Agro,2020-02-26
2351,Independientes,2020-02-26
2352,Independientes,2020-02-26
2353,Comercio Minorista,2020-02-26
2354,Minería/Servicios,2020-02-26
2355,Minería/Servicios,2020-02-26
